COUNTY,YEARS,STRATA,AGE GROUP,LIFETIME PREVALENCE,95% CONFIDENCE INTERVAL,COUNTIES GROUPED,COMMENT
Imperial,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Inyo,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Kern,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Kings,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Lake,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Lassen,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Los Angeles,2021-2022,Age groups,0–4 years,1.100,(0.3-1.8),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Madera,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Marin,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Mariposa,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mendocino,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Merced,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Modoc,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mono,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Monterey,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Napa,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Nevada,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Orange,2021-2022,Age groups,0–4 years,8.500,(0.8-16.2),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Placer,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Plumas,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Riverside,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sacramento,2021-2022,Age groups,0–4 years,8.200,(2.6-13.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Benito,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Bernardino,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Diego,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Francisco,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Joaquin,2021-2022,Age groups,0–4 years,15.900,(7-24.8),,
San Luis Obispo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
San Mateo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Barbara,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Clara,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Santa Cruz,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Shasta,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sierra,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Siskiyou,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Solano,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sonoma,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Stanislaus,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Sutter,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Tehama,2021-2022,Age groups,0–4 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Trinity,2021-2022,Age groups,0–4 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Tulare,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Tuolumne,2021-2022,Age groups,0–4 years,,,"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence not available due to small numbers of survey responses
Ventura,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Yolo,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
Yuba,2021-2022,Age groups,0–4 years,,,,Prevalence not available due to small numbers of survey responses
California,2021-2022,Age groups,5–17 years,13.000,(11.7-14.3),,
Alameda,2021-2022,Age groups,5–17 years,5.700,(2.5-8.8),,
Alpine,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Amador,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Butte,2021-2022,Age groups,5–17 years,10.800,(1.7-19.8),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Calaveras,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Colusa,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Contra Costa,2021-2022,Age groups,5–17 years,14.700,(7.7-21.7),,
Del Norte,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
El Dorado,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Fresno,2021-2022,Age groups,5–17 years,16.200,(9.4-23),,
Glenn,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Humboldt,2021-2022,Age groups,5–17 years,14.600,(2.5-26.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Imperial,2021-2022,Age groups,5–17 years,23.900,(10.5-37.2),,
Inyo,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Kern,2021-2022,Age groups,5–17 years,17.500,(8.6-26.4),,
Kings,2021-2022,Age groups,5–17 years,12.900,(2.4-23.4),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Lake,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Lassen,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Los Angeles,2021-2022,Age groups,5–17 years,15.900,(13.3-18.5),,
Madera,2021-2022,Age groups,5–17 years,15.500,(2.2-28.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Marin,2021-2022,Age groups,5–17 years,6.200,(0.4-12.1),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Mariposa,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Mendocino,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Merced,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Modoc,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Mono,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Monterey,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Napa,2021-2022,Age groups,5–17 years,5.300,(0.6-9.9),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Nevada,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Orange,2021-2022,Age groups,5–17 years,11.500,(5.9-17.2),,
Placer,2021-2022,Age groups,5–17 years,8.300,(2.5-14),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Plumas,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Riverside,2021-2022,Age groups,5–17 years,8.200,(5-11.3),,
Sacramento,2021-2022,Age groups,5–17 years,14.100,(6.1-22.1),,
San Benito,2021-2022,Age groups,5–17 years,14.800,(5-24.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Bernardino,2021-2022,Age groups,5–17 years,19.800,(12.2-27.4),,
San Diego,2021-2022,Age groups,5–17 years,13.200,(9-17.4),,
San Francisco,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
San Joaquin,2021-2022,Age groups,5–17 years,8.300,(1-15.7),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Luis Obispo,2021-2022,Age groups,5–17 years,9.700,(0.6-18.8),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
San Mateo,2021-2022,Age groups,5–17 years,14.200,(5.2-23.1),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Santa Barbara,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Santa Clara,2021-2022,Age groups,5–17 years,14.700,(8.7-20.6),,
Santa Cruz,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Shasta,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sierra,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Siskiyou,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Solano,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sonoma,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Stanislaus,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Sutter,2021-2022,Age groups,5–17 years,,,,Prevalence not available due to small numbers of survey responses
Tehama,2021-2022,Age groups,5–17 years,,,"Colusa, Glenn, and Tehama counties combined combined for analysis",Prevalence not available due to small numbers of survey responses
Trinity,2021-2022,Age groups,5–17 years,,,"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence not available due to small numbers of survey responses
Tulare,2021-2022,Age groups,5–17 years,5.800,(1.6-10),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Tuolumne,2021-2022,Age groups,5–17 years,19.700,(2.1-37.2),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Ventura,2021-2022,Age groups,5–17 years,14.300,(2.9-25.6),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Yolo,2021-2022,Age groups,5–17 years,13.000,(4-22),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
Yuba,2021-2022,Age groups,5–17 years,16.800,(5.5-28),,Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
California,2021-2022,Age groups,18–64 years,17.100,(16.6-17.7),,
Alameda,2021-2022,Age groups,18–64 years,20.300,(17.3-23.4),,
Alpine,2021-2022,Age groups,18–64 years,27.900,(18.4-37.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Amador,2021-2022,Age groups,18–64 years,27.900,(18.4-37.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Butte,2021-2022,Age groups,18–64 years,15.600,(10.4-20.8),,
Calaveras,2021-2022,Age groups,18–64 years,27.900,(18.4-37.5),"Alpine, Amador, Calaveras, Inyo, Mariposa, Mono, and Tuolumne counties combined for analysis",
Colusa,2021-2022,Age groups,18–64 years,20.600,(14.4-26.7),"Colusa, Glenn, and Tehama counties combined combined for analysis",
Contra Costa,2021-2022,Age groups,18–64 years,21.800,(18-25.6),,
Del Norte,2021-2022,Age groups,18–64 years,16.700,(6.1-27.4),"Del Norte, Lassen, Modoc, Plumas, Sierra, Siskiyou, and Trinity counties combined for analysis",Prevalence estimate is statistically unstable. Caution is recommended when reporting or relying on statistically unstable estimates.
